target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
0.8,0.6293319755502595,0.5657601254208556,0.35699174561833985,0.17403154813400554,0.2314428878381235,0.1291508240204697,0.4625371976562391,0.3752674105363017,0.19336131687851463,0.34801761434841666,0.39714515355752894,0.3836028470155468,0.11922523148181127,0.44136664476820126,0.5484784097324431,0.5286274414065433,0.8227887562901436,0.3978658482598539,0.15651557050001014,0.3022662811038128,0.6997548011237099,0.15527089615172687,0.1685312290394467,0.02164243682105676,0.13684614454018013,0.2618071863172944,0.2523134871766381,0.25261369790299393,0.532227459084186,0.7449753047740412,0.10705179960753106,0.5499145329209028,0.6414054129272214,c26,c24,c0,c2,c1,c1,c0,c24,c1,c1,c1,c1,c1,c9,c26,c0,c1,c1,c1,c0,c1,c1,c1,c2,c1,c1,c0,c8,c0,c0,c0,c8,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
0.0,0.45764716598825045,0.17285266960065196,0.3239347043604118,0.2061352395788893,0.5323422273570321,0.05377325261529431,0.35487672769244527,0.6374501828972289,0.4421278944510594,0.6714385885053211,0.5747725578263086,0.4839496868085592,0.1966385814361924,0.49788247727993507,0.6374453874010376,0.32133257854984887,0.5996868102525166,0.8939904413999559,0.5216041728887558,0.18173330953810005,0.9273288374396388,0.07110146245391229,0.05300191581267786,0.14241356818299253,0.4442785098778421,0.19458927489138933,0.2022856277016531,0.1569555441535619,0.6347709748382171,0.13769305279639826,0.26470121692327003,0.6027552518132968,0.8019007533541139,c2,c9,c0,c2,c1,c1,c7,c12,c1,c1,c1,c1,c1,c11,c3,c0,c1,c1,c1,c1,c1,c1,c0,c2,c1,c0,c0,c8,c0,c3,c0,c8,c1,c0,c2,c1,c1,c0,c1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
0.0,0.704629849900048,0.10114963204795817,0.375373567322404,0.4139263700805479,0.8589000472475167,0.10684127170335694,0.4809013900096965,0.4601059302674554,0.7136498736158803,0.40768085923595393,0.43361711264777003,0.19151428283305705,0.2623545411591042,0.3051310622483431,0.5578615999714043,0.3845648828781884,0.4343573413576658,0.5964793595362168,0.4940951144173756,0.22996068672860295,0.8867373640925822,0.06410378015795072,0.0075161776235398966,0.443054954975248,0.11279209327383365,0.2467616548355141,0.821410474764845,0.19836653208808624,0.5703029140571692,0.7950452058516502,0.17727729230437073,0.7214601165792891,0.6349130320565664,c8,c24,c0,c2,c1,c1,c0,c24,c1,c1,c1,c1,c1,c11,c8,c0,c1,c1,c1,c0,c1,c1,c1,c2,c1,c0,c0,c1,c0,c0,c0,c5,c1,c0,c2,c1,c1,c0,c1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
0.0,0.43155062450288273,0.2279685613170105,0.19482541561368796,0.5269689624287003,0.2948435338167786,0.18766333973644755,0.5561140827340456,0.5945192755376266,0.32837060395215917,0.5152311824542326,0.45245082230384537,0.456043266222165,0.2825095632467657,0.433232539066031,0.7688743216052174,0.45307942678651403,0.6585292145718686,0.34172238868735677,0.4681226057850296,0.0620892149421114,0.8232214999399079,0.057244019477167236,0.034056083745818644,0.04408256342522696,0.3971941108343432,0.19501683650530707,0.16680119203833632,0.821410474764845,0.41277870409237705,0.22663570833534286,0.19864842395220805,0.7009560679297977,0.40107965646399946,c0,c9,c0,c2,c0,c1,c2,c17,c1,c0,c1,c1,c1,c9,c26,c0,c1,c0,c1,c8,c1,c1,c1,c2,c1,c1,c0,c8,c0,c0,c0,c8,c1,c1,c2,c1,c1,c1,c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.42075220017872633,0.37352158179720785,0.16740867625189487,0.4139263700805479,0.6026563854782752,0.026239266981000244,0.3109675918890671,0.4648684751001665,0.6201394106043299,0.6857798526426234,0.5093710133352399,0.4505319191332787,0.20386730493380165,0.6057050927098088,0.40468717480307975,0.3392393865335076,0.6987391542044064,0.4975889577385528,0.6427677578646049,0.3074682741496496,0.6820966357132049,0.061554734827149536,0.04299229774895938,0.12462847251399024,0.05828083651593579,0.2510978226094516,0.3525917198757666,0.1605098473553618,0.7515402800721659,0.13185957820001845,0.2226223339030798,0.6626982280322372,0.5373619324390888,c2,c24,c0,c2,c1,c1,c1,c24,c1,c1,c1,c1,c1,c14,c2,c0,c1,c1,c1,c1,c1,c1,c1,c2,c1,c0,c0,c21,c0,c2,c0,c1,c1,c1,c2,c1,c1,c0,c1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
0.0,0.4172231446778292,0.3647524769755819,0.22308462683044744,0.24342919415223924,0.16512544954775546,0.024435650485476315,0.3785661048762172,0.6083498939839289,0.8141578579913041,0.6576501278127979,0.2699664666616021,0.5060182638472994,0.21911750888838036,0.479492417833944,0.5679163421835626,0.6507143778673672,0.7778556211420182,0.34019372131833503,0.6013561433666351,0.4169286544255251,0.9065854317672292,0.06095562811935978,0.036672745002248715,0.04679135489008973,0.23354889929461745,0.2471957274491283,0.2567393020247525,0.20321975056312502,0.6902470521202396,0.2061670704720214,0.1956592472579026,0.8598641357679082,0.702875714706881,c26,c9,c0,c2,c1,c1,c1,c9,c1,c1,c1,c1,c0,c11,c26,c0,c1,c1,c1,c0,c1,c1,c1,c2,c0,c1,c0,c8,c0,c0,c0,c0,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1
0.0,0.26923456907765664,0.4994043224766811,0.3336948857109938,0.11804224604175755,0.2096084435905197,0.05500951275062525,0.3925543728656047,0.5860270220768352,0.3179620329685757,0.7036142965138389,0.41359290231668977,0.20803844112686776,0.3186313042080575,0.6498833337236031,0.25770130898558147,0.6789743123353088,0.4038721806531775,0.48588536659146137,0.4379957846949485,0.1135986801038276,0.9598912851818432,0.05694321546598665,0.08347453094430297,0.040255472448239744,0.3054356642481023,0.3117679237226544,0.07145770149426058,0.08408026516255293,0.9577942702006056,0.20956292237351076,0.2087580123562544,0.9196272574723706,0.48162073782543535,c2,c11,c0,c2,c1,c0,c0,c24,c1,c1,c1,c1,c1,c14,c6,c0,c0,c1,c1,c1,c1,c0,c1,c2,c1,c2,c0,c8,c0,c0,c0,c1,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.3216336799679212,0.19061984193723489,0.3380560422688842,0.5004330254666132,0.10605992256781008,0.03334891846219998,0.31931587170201003,0.5402265775314595,0.33359015538826026,0.3622316903275982,0.45421699763671775,0.5545680228454688,0.3102618608589929,0.5671158822972345,0.5894924132221848,0.7228873613575033,0.6681942986245474,0.35363647884915583,0.5442869742621123,0.25485160041515914,0.7349869625665637,0.02880154368259393,0.04685543104969809,0.03203432943762049,0.2139076375426052,0.18386543801335467,0.29935540896214874,0.19943993994974346,0.7251408838129252,0.4289527112081416,0.3444646637473418,0.5576822046975244,0.6338502838050374,c21,c24,c0,c2,c1,c1,c5,c24,c1,c1,c1,c1,c1,c24,c21,c0,c1,c1,c1,c1,c1,c1,c1,c0,c1,c1,c0,c26,c0,c0,c0,c1,c1,c0,c2,c1,c1,c0,c1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,0.42755693096370956,0.3686960314272029,0.16804115434099398,0.4730999687520934,0.4960873755080893,0.030719173529582637,0.6505609605844774,0.6049976873783205,0.5527727838453692,0.35634590440313413,0.4565409929955546,0.2110308737685393,0.3678611147210522,0.7040855799780373,0.33416185119000297,0.5011223562365882,0.3808081912534355,0.5309315139358782,0.8541381236281216,0.17659857175854018,0.6500123999482328,0.06223287568308295,0.049183049896475456,0.08176542308707581,0.2321874354647943,0.5251074910453851,0.29267945151750324,0.20079225280919247,0.8867825127699582,0.1355846961141952,0.12374189356138787,0.7227182511874095,0.6546664060270037,c0,c14,c0,c2,c0,c1,c0,c28,c1,c1,c0,c1,c1,c14,c8,c0,c0,c1,c1,c8,c1,c1,c1,c2,c1,c0,c0,c8,c0,c0,c0,c8,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.0,0.4119431960751593,0.3408636676161161,0.283045907146919,0.020030154436142547,0.21714822290028146,0.31789198195679697,0.32320423384456937,0.4980887981109257,0.36689542494521765,0.656495852966364,0.4905093434396072,0.10789591909714938,0.2815323301081732,0.4012396120702735,0.4351259041043575,0.1779195656648114,0.5699014750127803,0.3249886511621374,0.4996261211830645,0.2064950444979097,0.9463517422234028,0.03503388570945848,0.04198647076328331,0.03498908610659145,0.07060070165829946,0.2852103743668649,0.8775799054752311,0.28869867282117423,0.9374839309868206,0.03065617266334505,0.4116582349174579,0.7219154321263654,0.44252636768124143,c22,c11,c0,c2,c0,c1,c0,c11,c1,c0,c0,c1,c1,c14,c22,c0,c0,c1,c1,c8,c1,c1,c1,c2,c1,c1,c0,c8,c0,c0,c0,c8,c1,c1,c2,c1,c1,c1,c0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0.6,0.41244300611761847,0.37352158179720785,0.2869192980629809,0.5299760085461753,0.5348338939605033,0.059058362064130024,0.20801493793302542,0.8815040971136355,0.7532002524291012,0.9052115605396066,0.5625035736791062,0.6945490763623315,0.2728933973187773,0.5553398883438699,0.8099681228467426,0.4809465717175895,0.889139983392885,0.7837083575397371,0.4652156152262389,0.23498469717410075,0.8954815168491507,0.08138268635872774,0.3588532377662039,0.08223856009694115,0.15390020423496528,0.16703739921629449,0.2954707296211315,0.2484080510330955,0.7171374905554098,0.29415160349896785,0.4025042922534496,0.7882765484539772,0.5590852665363715,c6,c14,c0,c2,c1,c1,c0,c0,c1,c1,c1,c1,c0,c24,c6,c0,c1,c1,c1,c1,c1,c1,c1,c2,c0,c1,c0,c26,c0,c0,c0,c6,c1,c0,c0,c1,c1,c1,c1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
0.0,0.436597552255781,0.3140088380891163,0.3572556468978895,0.19306198560822307,0.5911741028227322,0.04689330339513646,0.6845811967566492,0.32792374252883527,0.5718812764138007,0.7070013230893023,0.6743428121292385,0.2561691367122354,0.1135986801038276,0.3525211614577838,0.7084219486663794,0.622710881443041,0.522117378853492,0.5855687554202712,0.5238183990897103,0.1507920184449376,0.8456469010754353,0.048952815524606334,0.027154824405244884,0.10769802265570222,0.2303763050185744,0.488907548039424,0.8844187951423641,0.28242494203979196,0.7554109756250522,0.211490775520674,0.26832653258185835,0.620316516589325,0.6548269202312261,c1,c11,c0,c0,c1,c1,c8,c5,c1,c1,c1,c1,c0,c9,c2,c0,c0,c1,c1,c0,c1,c1,c1,c0,c0,c1,c0,c26,c0,c2,c0,c0,c1,c0,c2,c1,c1,c0,c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.5828693828601726,0.5544598701560489,0.1957153236004973,0.4769032459196279,0.576483100677111,0.07085920608894679,0.3194155833362226,0.6603612321486185,0.6109798835514867,0.5436629441075611,0.5919048475051009,0.5935254193881763,0.4089171713592276,0.6421502578126559,0.4334570879443923,0.48910869381677735,0.6759157563828584,0.5142965588877582,0.5072008506692625,0.13260511676100115,0.6894799079794487,0.10510857310759833,0.3612741289245025,0.12089876943477793,0.2086644258257414,0.22496896046467246,0.13712598707579327,0.816268163856246,0.6961550013304291,0.5326767544702541,0.19662182909533346,0.5399012515166622,0.4041135114042138,c26,c24,c0,c2,c1,c1,c1,c10,c1,c1,c1,c1,c0,c14,c26,c0,c1,c1,c1,c0,c1,c1,c1,c2,c0,c1,c0,c26,c0,c0,c0,c0,c1,c0,c2,c1,c1,c1,c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
0.0,0.4009066372148946,0.7114714840096761,0.08808145261811376,0.13129421186992454,0.20368026835034286,0.02393800905164101,0.12078187987021256,0.3530882272082239,0.5628783747705974,0.49939275559883617,0.5167313371267424,0.3784842849656687,0.30669288012968354,0.6881048401244003,0.2914195058875117,0.4388123940232786,0.759406509369891,0.18290626677742025,0.4515750377831152,0.3882936059074169,0.3961328751775784,0.051704539417625685,0.0774709636171153,0.025354886411922902,0.12737425642076194,0.2365670239940081,0.2555602178503893,0.2713992468149387,0.7522612648440188,0.14109948504080935,0.05236092621565575,0.6284854011631971,0.4995236727189057,c21,c24,c0,c2,c1,c1,c1,c24,c1,c1,c1,c0,c1,c9,c21,c0,c1,c1,c1,c1,c1,c1,c1,c2,c1,c0,c0,c26,c0,c0,c0,c3,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.0,0.3259928884786993,0.42497355582653457,0.11378614605177916,0.21572172882359827,0.5489855085081642,0.03359779636822854,0.2000023885871983,0.7101514386890743,0.7685051790503733,0.5091532199719435,0.673233383067463,0.5324049734002011,0.2422512077981652,0.46110137433017967,0.40252954231871885,0.5974412464461343,0.7844515411705182,0.6974292361192029,0.5071340030667253,0.15929576650232902,0.7884341668219724,0.07289602788011569,0.03533555062435362,0.14198195532400912,0.06645428998152961,0.2695673227019677,0.9388371976695594,0.3168647804619692,0.7635903721767703,0.17547854955499634,0.017173111726825074,0.6080055049206003,0.3961256337292783,c2,c24,c0,c2,c1,c1,c5,c24,c1,c1,c1,c1,c1,c11,c8,c0,c1,c1,c1,c1,c1,c1,c1,c0,c1,c2,c0,c0,c0,c0,c0,c1,c1,c1,c2,c1,c1,c0,c1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
0.0,0.3447227221137805,0.15125903034384292,0.3129831569682347,0.8279205087649346,0.8694589617835166,0.05121845927360081,0.2037936532760054,0.6425489504067786,0.37128065205439537,0.5156512868946426,0.44508274119211605,0.5499016973438183,0.4220268098407261,0.5092037759857981,0.4770052803953104,0.5721718820580218,0.6287003728174421,0.5531504291264504,0.5068888808271393,0.3646802808431981,0.8890360931475383,0.06940272272702495,0.04897037818627759,0.5026521989364704,0.17722817161382073,0.22943110615356024,0.2601242532742578,0.2954707296211315,0.7696400225896008,0.16037248494398265,0.13171106646665345,0.7882490933990979,0.4879849216626286,c26,c14,c0,c2,c1,c1,c8,c14,c1,c1,c1,c0,c1,c25,c26,c0,c1,c1,c1,c1,c1,c1,c1,c0,c1,c0,c0,c26,c0,c0,c0,c0,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
0.6,0.5736734315780233,0.4157035542143381,0.2080345478917941,0.18850660688583007,0.5645541408367157,0.09440098997278369,0.6209582884225083,0.5769290495607478,0.34694866301644056,0.5709763548666656,0.3389772861786506,0.5812374305916609,0.20500547619171225,0.3903748831469079,0.26141389189395386,0.7580101310209789,0.4869650251731555,0.45583687633844816,0.2776878865732356,0.22006772548193387,0.7106775411659059,0.04224179279423045,0.0285242427282063,0.1278424847926188,0.14935173588903072,0.1757540997273022,0.10714530689339508,0.24850126419216564,0.8762382456237575,0.8113591379700191,0.2763794154092063,0.5397051099399786,0.49858532551055046,c1,c24,c0,c2,c1,c1,c1,c20,c1,c1,c1,c0,c0,c7,c19,c0,c1,c1,c1,c0,c1,c1,c1,c2,c0,c0,c0,c8,c0,c0,c0,c0,c1,c0,c2,c1,c1,c1,c1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.6,0.6457102507237208,0.5310164792165035,0.15626086135694944,0.47354555665180104,0.2687250095842408,0.030066199066343783,0.5635333626036598,0.7221930250201777,0.44644066104605235,0.6666422722481263,0.3684203367718273,0.5856256185547922,0.3153121240019112,0.42028853680153866,0.6861069523035055,0.39222276768188813,0.6194448279716427,0.48206205509715105,0.467076718643793,0.2379761999489602,0.7891585244705412,0.1055358753778894,0.09385623077453123,0.03237369944610165,0.29415160349896785,0.6132685734295631,0.28017457855810496,0.2164828019511,0.8340202501676431,0.25828701839276424,0.26830143916021554,0.13233111232603126,0.32600394041546826,c2,c11,c1,c2,c1,c0,c0,c30,c1,c1,c1,c1,c0,c7,c2,c0,c0,c1,c1,c1,c1,c0,c1,c2,c0,c1,c1,c2,c0,c0,c0,c1,c1,c0,c2,c1,c1,c1,c1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,0.19433288593122025,0.5148194232595763,0.3398556271074999,0.19046896985272346,0.9864198825737504,0.09440098997278369,0.46320409043753935,0.5444819585619832,0.3988887301735912,0.7780653144882915,0.5950884410803867,0.4652156152262389,0.4395437682699457,0.4580353521740794,0.6070078723287989,0.25527352956614385,0.7004064658018018,0.6814798565003617,0.4869768802034695,0.3488295749122481,0.7424641202011028,0.05787527424096424,0.10523492663877217,0.3817302879045407,0.2736161303737981,0.34182464471975466,0.1944066846426427,0.8910731827042391,0.8010985627613078,0.7953767540192448,0.26830143916021554,0.5688341636838844,0.42262360397081217,c26,c24,c0,c0,c1,c1,c1,c24,c1,c1,c1,c0,c1,c10,c26,c0,c1,c1,c1,c0,c1,c1,c1,c0,c0,c1,c0,c21,c0,c0,c0,c0,c1,c0,c2,c1,c1,c0,c1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
0.0,0.5132072804743975,0.3416022234136311,0.2537493875671348,0.4977315630497903,0.8815912242677678,0.019329871355113725,0.676912391968073,0.6444497212927537,0.725544521617606,0.45591151198045754,0.3325852616335175,0.6074035210924503,0.26452937115991626,0.4773569417265164,0.6606789632393073,0.7554740189058827,0.6284854011631971,0.764318724507981,0.4923377099693732,0.30669288012968354,0.7035666900067599,0.07051919827622401,0.020384564177552755,0.22970178113884654,0.4206535359367177,0.470051089726997,0.947059161536516,0.3168647804619692,0.37534256153946205,0.1969064037215928,0.23956024075424515,0.7003743072496906,0.6571083925076755,c0,c11,c0,c2,c0,c1,c2,c21,c1,c1,c1,c0,c1,c11,c22,c0,c1,c1,c1,c8,c1,c1,c1,c2,c0,c0,c0,c2,c0,c0,c0,c8,c1,c0,c2,c1,c1,c0,c1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1
0.0,0.42159111034441077,0.21256790877263515,0.3663277362343324,0.21084218986348854,0.5325170482512872,0.383228412947262,0.5868627620805428,0.572755751863249,0.307340447840724,0.41317995455017886,0.47931432423258213,0.33302529635174444,0.270487200480185,0.49255019614327106,0.3326320028208326,0.528024393008725,0.6076379599770988,0.5084558238144813,0.19643447873063632,0.19993162337218606,0.728784214651836,0.0750401149119646,0.057422157128484086,0.06947380958161781,0.2805485361102678,0.5863820916857541,0.250642456831489,0.3535585832903181,0.6787240127815736,0.11048451564583962,0.2593234383439019,0.7095950841711642,0.5636641799857013,c26,c11,c0,c1,c0,c1,c0,c11,c1,c1,c0,c1,c1,c11,c26,c0,c0,c1,c1,c0,c1,c2,c1,c2,c0,c0,c0,c26,c0,c3,c0,c5,c1,c1,c2,c1,c1,c0,c1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
0.8,0.21508373491168092,0.5228505041123268,0.20944764368443447,0.5275701341746452,0.8920952508003,0.05387325872825365,0.1894841405076106,0.5398191576875019,0.7001851240179756,0.3792008081711602,0.5695698484242285,0.4923366080578552,0.35907815062018683,0.3581061500172436,0.6663254779434633,0.3635267395067609,0.6234162040100723,0.7949290892941214,0.5045614169211405,0.07513005601437847,0.7554109756250522,0.0681762864430815,0.04234972364166733,0.20474443847033974,0.4020696419078919,0.3424265219342045,0.920820925005974,0.21288795930820295,0.9535376201130552,0.8474566629064196,0.20297109334384567,0.6744419482847321,0.5983976097885986,c8,c24,c0,c2,c1,c1,c1,c9,c1,c1,c1,c1,c1,c17,c6,c0,c1,c1,c1,c3,c1,c1,c1,c2,c1,c0,c0,c0,c0,c4,c0,c8,c1,c0,c2,c1,c1,c1,c1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.4575102549176429,0.3840350813790501,0.07947457022848517,0.23480943448603675,0.5272392282412157,0.03722621415358327,0.6122361437729753,0.7802411808758912,0.21693496388649716,0.5115777732995207,0.3335201766987974,0.3857964261926389,0.20799712012297528,0.6341441870027519,0.5853677328254968,0.5886478093299206,0.7436158262555171,0.35708204023742074,0.3810960636582319,0.28714813663207195,0.721538782732235,0.008951253849466836,0.0443960266658212,0.1310402248371843,0.7733487783721906,0.5228505041123268,0.3105990501946461,0.2476983851229476,0.8165649641902147,0.17464991740504893,0.20623958624882235,0.6622083894698177,0.4140898435451091,c26,c11,c0,c2,c0,c1,c8,c11,c1,c1,c0,c0,c1,c24,c26,c0,c2,c1,c1,c0,c1,c2,c1,c2,c1,c0,c0,c8,c0,c0,c0,c0,c1,c0,c2,c1,c1,c0,c1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
0.6,0.4606276670442233,0.16703739921629449,0.1945355624726642,0.2031871144431477,0.13744434326609442,0.12966110208523207,0.3628509429033708,0.5214372185063818,0.4836279312679185,0.4194533852864888,0.4685547692763257,0.23539656935890446,0.2662278746621586,0.32030978556215434,0.22657862706158183,0.5839609248325366,0.5143510774669687,0.5199250989185945,0.5856256185547922,0.3662049995295997,0.5573263238874818,0.11549614462654613,0.04643757706738723,0.048630029890078766,0.2707796462734484,0.2224203835193542,0.1876559085051548,0.8073036474589422,0.7789112558770122,0.2101427568532937,0.3085712740082058,0.6473359185499512,0.3070015824901169,c26,c24,c0,c2,c1,c1,c0,c7,c1,c1,c1,c1,c1,c7,c26,c0,c1,c1,c1,c0,c2,c1,c1,c2,c1,c1,c0,c8,c0,c0,c0,c0,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
0.0,0.34027969008247394,0.5293746406298435,0.061807101209447525,0.44930495232173584,0.2447321193546273,0.04582594567952581,0.4876512341091857,0.7476483952285166,0.5606950974538658,0.38890134355121797,0.7418543751702539,0.5436650349585426,0.19661224752445847,0.7610160027136382,0.5899862063262035,0.5672763773833014,0.5963568857156565,0.2535858470293683,0.5485578230468791,0.3762225222020826,0.7366950721736426,0.04101873676100601,0.05149849368355068,0.032407863482169175,0.22434820902188185,0.4292772084782883,0.11349774181038773,0.3071052058679619,0.7747384165005342,0.470287983873831,0.3829401011464952,0.6331319251119057,0.3921058019049034,c26,c14,c0,c0,c1,c1,c1,c30,c1,c0,c1,c1,c1,c22,c26,c0,c1,c0,c1,c0,c1,c1,c1,c0,c1,c1,c0,c18,c0,c0,c0,c2,c1,c1,c2,c0,c1,c0,c0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
0.0,0.46248902394984814,0.6298705334946602,0.20649351004425875,0.426630688292859,0.22313855201174748,0.0235113410570545,0.6242557196688614,0.6534828383726741,0.5616968829922271,0.8461105152388924,0.47635239270118584,0.5400610292263318,0.5255071963956792,0.549966159337217,0.6495575773535094,0.8186113935309605,0.7283641531989485,0.06130297799432081,0.2810452741368394,0.4628906393313543,0.6729709846794191,0.0704287861243061,0.015957968088866844,0.03722621415358327,0.4835241866083613,0.3326127017494866,0.345236726200268,0.3249053286093043,0.8408970397365164,0.1331214525297458,0.26593464830149144,0.649255523458308,0.33479475453916774,c8,c14,c0,c2,c1,c1,c1,c28,c1,c1,c1,c1,c0,c7,c19,c0,c1,c1,c1,c1,c1,c1,c1,c2,c0,c1,c0,c8,c0,c0,c0,c8,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
0.0,0.3439350689903601,0.4569727611250248,0.23844452734093566,0.4139263700805479,0.1403829794153657,0.09440098997278369,0.39349159695742236,0.6550967697092954,0.3566344535165756,0.49812023950692347,0.4707856098749749,0.5562471308273654,0.21143789268464733,0.5430338863934489,0.298104525467754,0.5463162664127935,0.5822405844371304,0.2596856390874015,0.6707535532838189,0.37931495780471547,0.5834523853010429,0.03267842574536423,0.13158090449618062,0.050709357554685225,0.1934804587035237,0.41176397193042297,0.26421785856190594,0.17877618150249533,0.9522118119766478,0.7939790081203294,0.16961075274077808,0.8671078612237418,0.2918129427154733,c26,c11,c0,c2,c1,c1,c0,c9,c1,c1,c1,c1,c0,c11,c12,c0,c0,c1,c1,c0,c1,c0,c1,c2,c0,c1,c0,c8,c0,c0,c0,c7,c1,c1,c2,c1,c1,c0,c1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,0.11969101160687415,0.5908808562382077,0.3007353075888643,0.13462859365229754,0.2590217172176353,0.05100769363343542,0.253722367090438,0.5447917901793337,0.6732459191464815,0.3888042525774434,0.44820825725178526,0.7123340148111572,0.20545540738921306,0.0,0.6491674247680765,0.37187757427699464,0.8385578478415255,0.47385178774955156,0.3636102266474887,0.18117463256403865,0.925571859787779,0.10501349489785486,0.051804385659894855,0.025978624552211692,0.13477843440705892,0.2279685613170105,0.21458972800341616,0.31673187333490976,0.7829354672531451,0.1471973249605695,0.1935880597708852,0.8133252627657931,0.5863172506474846,c22,c14,c0,c2,c0,c1,c8,c24,c1,c1,c1,c1,c0,c9,c22,c0,c1,c1,c1,c8,c1,c1,c1,c2,c0,c0,c0,c8,c0,c4,c0,c1,c1,c0,c2,c1,c1,c0,c0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
0.0,0.5277485356943361,0.17523207124191678,0.3698281804818847,0.16526492414640434,0.2615599180556051,0.03762828994018677,0.17978424046292704,0.7421432364118918,0.15103349192260612,0.5999095768921049,0.42999287928891455,0.7111112663484763,0.1831211095383446,0.41073817460564,0.46101187772228547,0.6960231295740412,0.8355036837312856,0.27716587365995726,0.232479223748058,0.24946978961599725,0.7232182178232907,0.04643757706738723,0.055567454479543255,0.04471667829139347,0.17329871886891587,0.1529829625038092,0.2312957192859462,0.3168647804619692,0.7464193341580954,0.6943407202686938,0.31860865068194605,0.582323376519984,0.2874170918854647,c6,c24,c0,c2,c1,c0,c0,c29,c1,c1,c1,c1,c0,c24,c5,c0,c1,c1,c1,c1,c1,c1,c0,c2,c0,c1,c0,c8,c0,c0,c0,c0,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.8,0.6867129298020688,0.3938671710331736,0.20682303663614066,0.4139263700805479,0.17897067812191114,0.16441732942596635,0.6099872974039319,0.6081493515029052,0.3766379920020453,0.10264153181056236,0.3812698754375792,0.4253624866730452,0.15098285412953386,0.6989912773075397,0.7730898390826993,0.49276371731961943,0.8545095839194821,0.4070139758214471,0.831702441455554,0.2009067974112618,0.6624893509122397,0.575964580149979,0.06949192513832159,0.04798871626195839,0.4752875735240631,0.4114918824088266,0.10704855319036924,0.2249027463661551,0.9031601642312994,0.2108329596635348,0.07287440118341336,0.642324637229715,0.5235934393136831,c8,c11,c0,c2,c1,c1,c8,c11,c1,c1,c1,c0,c0,c24,c8,c0,c2,c1,c0,c1,c1,c2,c1,c2,c0,c0,c0,c8,c0,c0,c0,c1,c1,c0,c2,c1,c1,c1,c1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1
